Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV46,OUT035,2263.7877221335
NCP29,OUT045,723.2516392399157
FDE09,OUT018,1782.0343838212248
NCU06,OUT027,3714.3658113025267
FDT19,OUT010,1924.3702270132744
DRF15,OUT017,2352.6530085897502
DRI51,OUT013,2875.2603489146168
NCX54,OUT013,1864.2540290972174
DRE01,OUT013,3463.9284940249636
NCB07,OUT045,2891.630789444469
FDU50,OUT035,1681.8257012699687
FDG40,OUT035,547.4970534706117
FDW10,OUT018,2504.0195113384616
FDX51,OUT013,3384.2231525826646
NCP17,OUT045,1049.0265105743747
FDP21,OUT035,3046.948172384582
FDL04,OUT045,1326.7765744053977
FDV23,OUT013,1886.418725931795
FDF24,OUT046,1433.0604201251626
FDH56,OUT027,1951.0190782823447
FDB51,OUT049,1089.2590254493261
FDI58,OUT027,1627.2758360374464
FDR20,OUT013,997.4158765557877
FDC51,OUT018,2018.8155368169864
FDB16,OUT027,1604.6935472746009
FDE40,OUT049,746.9502758062808
NCM17,OUT035,587.7725313358278
FDU56,OUT035,3070.795321527472
FDS32,OUT019,2427.390411024433
FDX02,OUT049,3494.567896850298
FDT39,OUT027,2801.840488328984
FDE35,OUT017,881.3889092657264
NCI42,OUT019,3661.566443832173
DRL23,OUT046,1846.5068205740827
FDA10,OUT046,1517.7549387072504
FDA11,OUT013,1759.8105017556481
NCM06,OUT046,2400.2163334412035
NCT05,OUT035,4138.5486730660305
NCQ02,OUT010,3135.548572933876
NCY06,OUT049,2001.864423968913
FDY56,OUT035,3405.8650068465104
FDL02,OUT035,1319.3012961852146
NCI06,OUT035,2777.7873805692143
FDQ14,OUT045,2311.1094039914788
FDQ12,OUT017,3563.660816712938
FDP36,OUT046,655.0900499304662
FDK21,OUT027,4333.542675906927
FDO40,OUT045,2363.0181797869773
NCK54,OUT019,2296.214276393479
FDY09,OUT018,2761.5982288908926
NCW30,OUT049,4333.790494152232
NCC55,OUT027,1027.4266042983108
FDE58,OUT018,1693.293455289917
FDR39,OUT013,2890.1786328400813
FDU28,OUT049,2725.8272820704296
FDH08,OUT017,3670.615266738074
FDG35,OUT045,2887.2514836867813
FDG22,OUT049,602.5229386284009
FDC34,OUT035,1846.9635043367198
FDP15,OUT018,3716.8176143059536
FDK34,OUT010,3726.4160887184626
FDU45,OUT035,1830.3231270616416
FDQ04,OUT027,699.6146199229734
FDX22,OUT018,3337.8347457213204
FDB45,OUT017,1633.248004306064
NCH43,OUT027,3533.5977965775382
DRE60,OUT046,3097.3078307225223
FDD17,OUT027,4002.67671143826
NCM54,OUT017,1885.6220539145324
NCH55,OUT013,2245.058776543872
NCT06,OUT017,2536.9573107038777
FDA48,OUT027,3402.3021836348635
FDY58,OUT027,3846.0512226884784
FDO25,OUT045,2986.2056205949593
FDN50,OUT045,1565.506083017055
FDH35,OUT035,2471.377024842408
FDK09,OUT045,3348.587452244861
FDO16,OUT013,1692.3083187253214
FDW11,OUT045,1001.6684671189723
FDU47,OUT027,2653.4170349193737
NCQ42,OUT010,1949.9257765122056
FDK55,OUT027,1736.4163193380919
FDN08,OUT049,1711.7969182037596
FDT57,OUT045,3839.716555709092
FDJ12,OUT018,3217.172653885649
DRL59,OUT017,854.5201983429833
NCN53,OUT046,749.8649435002699
FDO51,OUT010,683.7163153513065
FDK56,OUT017,2526.038799948139
FDY12,OUT035,396.26097037392174
FDU15,OUT035,641.7561113216289
FDQ19,OUT046,4055.013864083554
DRF15,OUT045,2451.467776138863
DRE25,OUT019,1317.692241561028
FDK57,OUT018,1641.32897914579
FDD33,OUT010,3078.9123307075133
FDR34,OUT027,3959.839595491052
FDU04,OUT045,2123.496260198561
FDE35,OUT019,1057.0199938126825
NCD31,OUT035,2675.635926971572
FDJ56,OUT035,953.1253281937534
NCU53,OUT046,2714.568612164665
FDD39,OUT035,3216.9028263591317
NCU17,OUT019,1342.594139549834
FDJ20,OUT046,1720.6434917896258
NCW41,OUT018,2482.1645400517336
FDL52,OUT035,620.3993428658432
FDS39,OUT035,2338.4387100193853
DRJ47,OUT045,2710.7692366850715
FDP13,OUT010,-81.84026968507169
DRK39,OUT010,1224.1114459648998
FDF28,OUT010,1948.9282531502067
FDB09,OUT045,1906.5410292897432
FDM51,OUT046,1745.12963071595
DRM49,OUT018,182.26377597692044
DRF23,OUT013,2675.4956417305184
DRH01,OUT035,2425.6145712677207
FDH12,OUT027,1750.6707388380273
FDA28,OUT019,2031.1084357199688
FDW37,OUT018,940.4092949622609
FDF02,OUT046,1428.007632683435
DRL37,OUT046,715.4256878997294
NCF43,OUT046,2295.5994192949
FDH08,OUT010,3744.4061630308497
FDR34,OUT019,3917.6334907639903
NCK19,OUT049,2921.1044660218868
NCD55,OUT018,679.2516885333789
FDT27,OUT049,3611.406068903343
FDQ57,OUT045,2427.479908378351
FDA47,OUT035,2220.7695415874914
DRG15,OUT027,1099.3215141769579
FDE05,OUT018,2268.461339079142
FDN46,OUT046,1243.8170656404545
FDX27,OUT027,1392.8470244096206
FDT51,OUT045,1909.1483631788142
FDU33,OUT013,551.0386151607236
FDJ16,OUT027,870.5100671064647
FDD20,OUT019,2209.7142788949895
FDT36,OUT049,288.6727645758947
DRF15,OUT027,2690.2169243620338
FDN52,OUT010,679.32667860945
FDC22,OUT027,2832.8784577647166
FDX15,OUT045,2000.8213235026924
FDT13,OUT013,3259.4461094004946
FDU04,OUT017,2053.251983691025
FDU31,OUT019,3641.6115770471733
FDW59,OUT027,1795.4731393890688
NCO29,OUT046,2738.3506919041574
FDL15,OUT035,2338.8322939809586
FDI41,OUT049,2224.178060515267
FDQ48,OUT049,1802.1538726621875
DRI39,OUT013,855.5074450418797
FDI08,OUT013,4020.2632407021847
FDC21,OUT049,1781.1162337015085
FDF58,OUT035,1127.0077552970288
FDS08,OUT010,2671.102770893285
FDE47,OUT045,1969.7008076252023
NCP18,OUT019,2615.193448833863
NCR41,OUT013,1915.6276858278798
FDA27,OUT013,4220.536863215588
FDA43,OUT035,2948.6909331712995
FDA49,OUT045,1245.0811390517956
NCE55,OUT018,2935.653869476566
DRM49,OUT027,492.1461997947263
FDF22,OUT027,3550.3269034409277
FDQ15,OUT018,658.9154417544596
NCS54,OUT017,2840.5443805923132
NCY05,OUT013,747.8432134328104
FDR45,OUT046,3918.5795071038156
FDK57,OUT049,1812.229273984347
FDF41,OUT010,3169.0709754649506
FDV21,OUT046,2265.8780044391096
FDD51,OUT046,468.2915175239068
FDF33,OUT046,1938.5208957052128
FDA38,OUT046,3948.5160431083787
FDR56,OUT045,2813.026474629114
NCN41,OUT017,1796.479886982619
FDC60,OUT027,1317.9533468231457
FDB47,OUT045,3173.7102167489975
DRH01,OUT013,2702.8445809850564
FDW08,OUT046,1265.6872913100233
FDF38,OUT027,952.690000663395
FDY32,OUT017,2143.7336808060572
FDG34,OUT049,1815.6586452806441
FDG47,OUT019,3989.8323170721087
NCF18,OUT035,2729.444238216711
FDL39,OUT019,2790.27429399269
NCH55,OUT035,1988.318677932013
DRJ35,OUT049,1233.0744698867056
FDS44,OUT035,3225.3171994327204
DRE01,OUT018,3150.6002515781947
FDY39,OUT013,3142.479470196813
FDY32,OUT018,2100.043123079504
FDR33,OUT027,2076.035585394682
NCP50,OUT049,1414.5614228913691
FDZ47,OUT018,1264.4364362271153
FDU57,OUT049,2265.907984169775
FDY44,OUT013,3350.921903923205
DRH59,OUT018,1029.6858219679198
FDB03,OUT027,3505.742877463639
FDY46,OUT045,2894.9862655578872
FDM39,OUT045,2790.1136972739732
FDY36,OUT035,1328.5928964897284
NCM55,OUT035,2759.383557566176
FDJ50,OUT010,965.0193393970039
DRL60,OUT013,2691.251756623751
NCJ54,OUT049,3639.900429354293
FDX59,OUT017,466.5627554672101
FDI07,OUT013,3544.2047995160065
DRF51,OUT010,-374.46138922902173
FDM14,OUT017,1805.8946636295623
FDP21,OUT045,3077.24977056203
FDE40,OUT035,718.1922301678424
FDE05,OUT035,2357.9851433541517
FDM13,OUT027,2250.8979137391216
FDC34,OUT027,2130.317413451252
NCI55,OUT018,1958.5080889403434
NCE43,OUT018,2298.957213467842
FDW58,OUT018,1722.85794097924
FDG60,OUT045,3572.873962018337
FDV31,OUT017,2443.3207304385833
FDR47,OUT013,3041.8354531387813
FDM60,OUT019,712.8734636574154
NCF06,OUT018,4114.377347037069
NCN26,OUT027,2289.432222339401
FDQ59,OUT049,1367.7357219946098
FDF09,OUT046,849.7998401146724
NCS06,OUT017,4322.278363682344
FDT44,OUT046,1648.8869115488378
FDI19,OUT017,3721.4785879075753
FDT22,OUT017,596.9964261126624
NCF54,OUT027,2915.4063320554887
DRG25,OUT045,3057.6528078698902
FDB59,OUT017,3139.0514847024024
FDQ37,OUT017,2745.7514676635474
FDP56,OUT035,764.5967066354242
FDW44,OUT035,2743.276565622058
FDJ26,OUT010,2984.176368450171
FDU43,OUT018,3537.798984577279
FDW33,OUT045,1435.1321981668589
NCX53,OUT027,2630.247664300263
FDN56,OUT010,1796.4687782663423
DRF15,OUT049,2464.578291223039
FDO33,OUT017,1527.4502603869405
FDZ39,OUT010,1726.4445043851192
NCJ19,OUT017,450.65118637756314
FDU01,OUT035,3041.2745296141366
FDT12,OUT035,3512.938310301306
NCM18,OUT018,721.2764598051435
FDP19,OUT017,1387.4514886679644
NCR42,OUT049,631.4421761613448
FDN10,OUT046,1946.515956458541
FDG44,OUT017,585.668698792495
FDQ10,OUT046,2824.1617066289546
DRH13,OUT049,1832.234985509731
FDT52,OUT013,4062.725535304391
FDM56,OUT045,1615.9961796407588
NCO43,OUT010,1551.8497990836186
NCV29,OUT035,2974.0659016114005
NCF06,OUT013,4443.180566639177
FDO50,OUT035,1252.5110371989977
FDT59,OUT013,3944.526360691496
FDX40,OUT027,587.5211874049892
FDE50,OUT017,2955.3818921922793
FDX51,OUT017,3152.9451132337563
NCD30,OUT018,1508.4684665832283
FDK15,OUT013,1568.1886091022316
FDL12,OUT045,612.9465949789737
FDK46,OUT017,3994.770263564984
DRH49,OUT010,1314.689213353875
FDQ57,OUT046,2494.7659481280643
FDY59,OUT017,1501.24788065975
FDO09,OUT018,3644.025601401896
NCG30,OUT035,1621.9761319572972
FDM09,OUT017,2410.6898936582984
NCN17,OUT027,1790.9356165571298
NCS42,OUT013,1546.8349864773882
FDD02,OUT019,1889.1442855285459
FDE34,OUT013,2813.126222314382
FDU38,OUT045,2872.50169568033
FDB33,OUT046,2661.2936329454533
NCJ29,OUT017,1366.6336759984952
FDZ27,OUT035,901.5718305987757
FDI40,OUT013,1428.9792146145592
FDG22,OUT013,808.200348217877
FDT51,OUT017,1845.063606419415
FDF20,OUT018,3081.0151868426146
FDV50,OUT035,1543.454299366338
FDT02,OUT049,724.5361774847406
DRC49,OUT017,2142.538171845732
FDF26,OUT049,2464.9042382277294
FDV52,OUT035,2007.0658643756396
FDX59,OUT049,599.1366431121678
FDV25,OUT035,3500.534391038327
FDW23,OUT027,693.8143596040791
FDE53,OUT018,1702.128580045217
FDA19,OUT017,1969.4825313680776
FDH22,OUT046,1683.510231660177
NCO41,OUT013,1877.1779389235162
FDX12,OUT017,3777.602825359383
FDF17,OUT013,3359.1404098024977
FDS11,OUT045,3480.0127910038937
FDR51,OUT035,1778.8597066999646
FDT49,OUT010,825.4594164414375
FDC56,OUT013,1789.6100982435528
FDR13,OUT027,2149.9814089552638
FDQ60,OUT035,1622.4928460101
FDN38,OUT049,3771.3054676421634
NCL29,OUT013,2400.115209280135
FDO13,OUT027,2747.6205565530654
FDE26,OUT018,1993.174370299388
FDA31,OUT010,2178.96665036412
FDX14,OUT035,1034.7019401436519
FDA34,OUT045,2886.3533383815884
FDF26,OUT013,2647.2090203354637
FDE38,OUT045,2662.423874251217
DRI11,OUT046,1939.7910321349336
FDQ60,OUT027,1818.26647798661
FDL21,OUT027,1043.0288417764568
DRC12,OUT027,3289.266946157375
FDC47,OUT046,3304.528733040115
FDE57,OUT045,2267.467087813904
FDT14,OUT045,1538.4642680331417
NCZ53,OUT046,3164.7558943867116
FDE28,OUT018,3141.5987946293462
FDR19,OUT035,1723.8846698657871
NCF54,OUT019,2798.375645856948
FDZ08,OUT046,1066.170158985573
NCJ05,OUT018,2296.6014043961513
FDF59,OUT046,1959.4602108631698
NCO05,OUT035,1589.0847962013067
FDW24,OUT018,767.973241302032
NCX42,OUT018,2736.013985918955
NCA53,OUT035,915.6695113497663
FDI45,OUT019,2927.106709897773
FDG46,OUT046,1934.5675377364569
FDM20,OUT010,3804.795564809214
FDW11,OUT010,875.1648074301629
FDX08,OUT035,2896.2088376494467
NCK17,OUT035,672.937404877106
FDK32,OUT018,2255.41861634055
NCA42,OUT035,2594.390785251322
DRI01,OUT035,2738.046238644085
NCL55,OUT049,4239.218214154447
DRE25,OUT018,1257.1945634075491
FDD14,OUT017,2205.0731519291367
FDB10,OUT046,3686.241860596674
DRN11,OUT035,1754.7339995972798
FDP38,OUT018,795.3218212628672
NCA30,OUT017,2480.0317551756198
FDT15,OUT017,2852.2836051330123
NCP55,OUT018,960.4975010566959
FDF12,OUT035,2171.750646225042
FDM21,OUT018,3797.8990168759483
FDX56,OUT035,3054.425786662723
FDF10,OUT017,1698.9275280450493
FDT32,OUT045,2854.7334826116785
FDM51,OUT018,1600.3378672893923
NCR50,OUT018,2446.5373521928814
FDI19,OUT049,3804.0821847453444
FDX21,OUT017,1489.2609023447367
FDR31,OUT035,2282.8383958428603
FDY02,OUT013,4137.541975400534
NCA29,OUT045,2905.006434202296
NCX17,OUT046,3351.1827792031327
FDM12,OUT045,2859.4779374020145
FDI53,OUT027,2345.3919161815684
NCU30,OUT049,2875.89098266359
FDC56,OUT027,1803.0470457487645
FDK27,OUT018,2022.8866631156925
NCK18,OUT017,2745.5868518904135
FDB52,OUT019,4242.177673581977
DRG25,OUT027,3316.276156987653
FDZ13,OUT049,410.82929332527056
FDB57,OUT019,3803.590708524862
FDR40,OUT046,1569.955579745776
NCO14,OUT019,923.6847442063372
NCN19,OUT045,3149.655390056432
FDQ28,OUT019,2403.0601512474277
FDO13,OUT018,2456.279225818278
FDK48,OUT013,1669.9156437383863
FDU07,OUT018,2250.7652337117142
FDW20,OUT046,2176.6295968565137
FDV12,OUT010,1339.5300593070933
FDH24,OUT013,2761.450940089235
FDV59,OUT049,3420.859198529077
FDK57,OUT045,1753.7207370794094
FDL16,OUT027,411.4165835204076
NCQ17,OUT046,2207.9960408205297
FDJ15,OUT018,2925.172967491788
FDX24,OUT049,1754.8163763564626
FDT47,OUT046,1843.2276525886373
FDT10,OUT049,914.3290677079967
FDZ37,OUT018,1438.1064759940164
FDW43,OUT027,3944.257175212617
DRN36,OUT017,1408.488011660349
FDJ14,OUT045,1272.6907401443132
FDA32,OUT013,3685.3929077339562
FDJ38,OUT019,3110.0735885993818
FDQ57,OUT017,2482.7323989582037
NCQ41,OUT019,3484.3139364375966
FDG56,OUT049,877.1245191947091
DRC13,OUT027,2250.7129711972593
FDV55,OUT035,2178.9516921054383
FDQ49,OUT045,2642.1236067565296
FDE29,OUT010,162.83114887465854
FDR03,OUT013,3630.3954607333
FDD45,OUT049,1743.9040166335399
FDN38,OUT010,3520.327994914096
FDT56,OUT046,660.79622492833
FDT48,OUT045,3187.6053981436235
FDU03,OUT049,2642.6194364656403
FDC56,OUT010,1246.7136933548027
NCO43,OUT027,1799.2249781092833
FDQ27,OUT017,1588.903986907204
FDR03,OUT046,3456.7298751006783
DRH23,OUT010,-175.45949254378502
FDG22,OUT045,606.5765157981441
NCJ42,OUT013,1949.5896549408426
FDR24,OUT046,1399.1156655530722
FDW60,OUT035,2914.178227602628
FDJ08,OUT013,2910.1418193540994
DRL59,OUT018,827.2360943759049
FDG60,OUT010,3413.196758516686
FDW27,OUT017,2633.8998063654144
FDX14,OUT018,992.7779710252726
FDC20,OUT013,1211.568406845916
NCS29,OUT018,3954.8823728886673
FDJ56,OUT046,1055.2434103177657
FDB20,OUT019,1252.2916274494673
FDL28,OUT027,3747.3299194054853
FDW01,OUT018,2199.9668870483256
FDL03,OUT046,3222.075655073175
FDX22,OUT049,3465.907398014704
FDJ21,OUT035,2261.036298779938
FDR31,OUT045,2345.705825847941
FDG21,OUT035,1876.4523229213773
FDS22,OUT027,1022.266100938843
FDK08,OUT035,1218.4319188298505
FDE17,OUT018,2210.8917144668485
NCN30,OUT017,1557.3105820980854
FDT50,OUT046,1359.018225146905
NCX42,OUT049,2834.215195594654
FDJ12,OUT035,3291.2041050103144
NCA18,OUT027,2042.1702563825238
FDP23,OUT019,3574.1474988079863
FDX12,OUT013,4172.3698990758785
FDN40,OUT018,2163.854400553031
FDV48,OUT035,1202.4560574943825
NCY54,OUT013,2338.5488364759804
FDL16,OUT010,-278.3037530158763
FDR45,OUT018,3759.6743289003643
FDJ52,OUT046,2763.098213544763
DRG01,OUT017,1147.4292529321283
FDP52,OUT013,3689.6352042084363
FDU58,OUT017,2976.1677341896066
FDL02,OUT045,1361.3111105770695
FDG28,OUT013,4042.6492788467694
FDA19,OUT035,1991.7926265308524
FDW46,OUT027,1181.3777700059363
NCD43,OUT049,1829.948435433871
DRG39,OUT013,1042.830547573285
NCF55,OUT049,760.8272629258681
FDJ07,OUT046,2105.3699919724204
FDE08,OUT046,2384.783550848424
FDP56,OUT019,867.4863673901273
FDT45,OUT045,781.3444902372539
FDF17,OUT018,3026.714535489955
FDX44,OUT046,1490.9500868838368
FDM28,OUT027,3066.160221307684
FDI36,OUT049,3078.443955487448
FDS07,OUT045,1576.4437815269084
FDD36,OUT045,1965.9546552452666
FDW11,OUT046,1020.7251508223562
FDN40,OUT049,2328.577226121288
NCQ18,OUT049,1166.3381557034845
NCQ54,OUT017,2674.225446888817
NCS42,OUT045,1365.1531536189432
DRH39,OUT010,717.7706982529126
FDC09,OUT027,1962.2753801727013
FDT08,OUT010,2258.843718526383
FDC08,OUT035,3682.325193997309
FDT20,OUT017,565.6635817401657
FDS35,OUT035,716.4002278196858
FDX58,OUT018,2776.9709223443497
FDW58,OUT046,1904.6789134737992
DRD27,OUT046,1812.221374458386
FDH32,OUT019,1382.010192713402
FDS26,OUT035,3854.513658415366
FDQ31,OUT046,1448.907668736687
FDP11,OUT018,3229.0033949460158
FDD58,OUT017,1470.414603596677
FDM33,OUT045,3223.2079206240087
FDZ16,OUT049,2576.272263227296
NCS29,OUT010,3910.2332094990343
NCM18,OUT019,740.538311115557
FDP11,OUT049,3365.4126311585096
NCC42,OUT017,2149.182331706452
DRM23,OUT046,2356.306660750666
NCN55,OUT027,3930.879219718143
FDK46,OUT013,4250.342934645785
FDR01,OUT046,3199.7855513403774
NCA05,OUT045,2414.0438723696607
NCP43,OUT017,2771.9436534382876
FDR12,OUT010,2704.797083974314
FDQ01,OUT013,3669.7356252818317
FDM13,OUT046,2096.0766095974323
FDQ19,OUT017,3919.025360317981
FDK56,OUT019,2335.379984793908
NCX06,OUT010,2988.6687975551795
FDO56,OUT027,2114.5909345779655
FDU45,OUT045,1808.9817024146214
FDI16,OUT019,241.3758737941571
FDL32,OUT046,1489.3433718009655
FDA07,OUT046,2114.57899158289
FDA14,OUT045,2210.5288476122296
FDV46,OUT027,2589.255959131544
NCO07,OUT035,3501.4202523799577
NCP41,OUT046,1853.5209890949664
FDY60,OUT018,2240.68024775519
FDN38,OUT017,3695.7746705343598
FDO15,OUT046,1403.7942228676839
FDT60,OUT013,2005.8972460571931
FDA55,OUT035,3420.8956302902443
FDE02,OUT010,865.586215556963
DRJ39,OUT049,3512.7775305860123
FDV34,OUT035,1325.0604434388333
FDS20,OUT027,3096.787036225047
FDF02,OUT027,1601.057124203744
FDW40,OUT017,1911.4994060493518
NCB43,OUT046,2718.925355040021
FDR58,OUT017,1421.4488579224671
DRJ59,OUT035,743.2849644510025
NCD30,OUT017,1541.9600629920424
FDE14,OUT017,1538.685700443868
FDC28,OUT018,1596.0723489828888
FDU16,OUT018,1144.927225688054
NCD19,OUT035,1036.1044310684083
FDU21,OUT046,513.4350217366882
FDV59,OUT027,3638.3877244248724
FDU03,OUT045,3037.61668932869
FDC33,OUT010,3405.5860025439324
NCR42,OUT035,591.2707632039128
DRH59,OUT035,1121.2736750719268
NCM31,OUT035,2464.145411436042
FDS50,OUT035,3396.3405335080715
FDP39,OUT046,800.5287723181027
FDQ55,OUT013,2192.781206652322
FDV36,OUT019,2198.1204491861936
FDI05,OUT027,1088.389857484497
FDS45,OUT027,2002.9863682879877
FDA39,OUT045,810.6668317883632
FDC37,OUT010,1708.1997434364384
FDJ60,OUT027,2777.9466708082764
DRQ35,OUT046,2041.0361566864558
NCJ06,OUT046,1970.2440185064806
NCY42,OUT018,2358.1801415787777
DRM37,OUT049,3320.6402562829862
FDR14,OUT045,253.90591834029692
FDE51,OUT049,558.5883106627844
FDT33,OUT017,2634.5564486201365
FDR08,OUT013,1988.3166296740674
FDE36,OUT010,2554.0282583706467
FDL22,OUT019,1581.4535106138464
FDR44,OUT013,2060.483831108948
FDI56,OUT019,1117.5467490496521
FDE47,OUT010,1962.2220761548124
FDV27,OUT010,1403.322383212737
FDV10,OUT049,646.3620063591661
FDC40,OUT045,1137.3686797926784
NCX41,OUT013,3609.5984549136556
NCQ38,OUT027,2040.863693390722
FDV12,OUT027,1756.3853596260888
FDE52,OUT017,1412.7681308843275
FDG20,OUT027,2656.7402480516175
FDV16,OUT027,619.997577231381
FDI32,OUT017,1121.5733546509655
FDJ32,OUT049,1244.7273411466958
FDN39,OUT018,2446.704226509679
FDY34,OUT017,2734.386420903833
FDC14,OUT035,646.872181990966
FDA55,OUT017,3384.4785085487893
FDZ50,OUT010,2523.806941735944
DRG13,OUT049,2654.6711356159685
FDP01,OUT013,2492.33081799098
NCG54,OUT017,2496.109677109507
FDM13,OUT045,2039.400411550836
NCO18,OUT027,3141.750365539996
NCW41,OUT013,2776.498916905166
FDM52,OUT027,2656.7804711611025
NCF55,OUT035,683.0357371566897
FDT09,OUT046,2279.1589101287136
NCM19,OUT035,1715.5729672946982
FDW12,OUT018,2451.926511299018
FDP15,OUT019,3798.151412183124
FDK36,OUT045,981.5031916216758
FDZ25,OUT035,2740.6329699710404
NCW06,OUT049,3040.9020454252895
FDW60,OUT046,3047.6782223134687
DRC49,OUT013,2428.199139710643
NCT17,OUT035,2983.0037417501408
NCN06,OUT018,2181.6436597827633
FDC45,OUT013,2461.522294751092
DRJ47,OUT019,2786.7369822966175
NCF06,OUT045,4212.154087419331
FDE21,OUT010,1937.44055711888
DRG27,OUT013,613.3739597421227
FDW40,OUT049,1996.6469736077925
NCO53,OUT046,2370.5983618445352
FDE23,OUT049,695.5626836567972
FDQ16,OUT046,1764.1267191172446
FDS26,OUT045,3835.7537209826332
FDZ13,OUT010,-104.1970064078887
FDS14,OUT049,2514.750735310776
FDC10,OUT045,1771.9713842196616
FDY16,OUT049,3126.046869359965
FDJ20,OUT035,1663.7510589471058
FDV43,OUT035,498.1069564199315
FDZ32,OUT027,1944.2466738846924
FDR23,OUT046,2639.497318248046
FDN24,OUT035,503.1310691117251
FDE34,OUT027,2833.26275781171
FDU31,OUT013,3740.129575415285
FDW33,OUT018,1375.672653820362
FDU26,OUT046,1913.1295261646774
FDE20,OUT027,3087.60678931811
NCW05,OUT035,1140.8171776522213
FDB22,OUT018,2529.468055497051
FDO56,OUT046,1921.2380787369257
FDA19,OUT027,2239.3627550699057
DRI39,OUT045,654.7235258023647
FDH52,OUT018,889.5141497962941
FDZ50,OUT035,2697.192445015582
NCN42,OUT035,2394.9619696948575
FDB53,OUT013,2117.8595452157533
DRG11,OUT017,1518.051180747003
DRK11,OUT027,2738.481462642172
FDQ60,OUT017,1608.1168590075904
FDT36,OUT017,184.6676303709355
DRG25,OUT018,2953.6388601764193
DRJ23,OUT046,3049.855408342184
FDG05,OUT035,2283.6095711633025
NCK06,OUT018,2029.016340461174
FDU52,OUT017,2311.95536400735
FDW07,OUT018,826.599329763827
NCM17,OUT045,631.6755045871832
FDA22,OUT045,2507.8594416596097
NCA41,OUT018,2993.2884949298277
FDF38,OUT035,735.7040615304904
FDH52,OUT046,1086.1827876268799
FDY58,OUT019,3679.601108806415
FDZ16,OUT045,2531.6506887670184
NCM18,OUT017,743.4324762027973
FDA22,OUT018,2381.37141597936
NCJ43,OUT035,2866.6469738717606
FDI34,OUT027,3679.4816550307987
FDG56,OUT046,922.2462146749276
FDS34,OUT046,1716.0894736981463
DRC01,OUT035,938.8296504455247
FDQ04,OUT035,467.2525773001071
FDK04,OUT035,898.9724548110025
FDT51,OUT049,1944.078553577394
FDV26,OUT017,2835.413398010871
FDS04,OUT049,1823.8641803716673
FDW43,OUT018,3551.091886236183
FDQ28,OUT010,2222.6951249498998
NCK06,OUT017,2056.3907043643812
FDS23,OUT018,1568.6710381343219
FDZ36,OUT019,2872.212374623581
FDE56,OUT018,352.2959459463091
FDW10,OUT027,3194.688051839781
NCN14,OUT045,2672.8845864208706
NCQ18,OUT045,1132.703517062655
FDW08,OUT017,1826.2368194832488
FDU43,OUT035,3593.454096696634
FDR33,OUT010,1801.0466019775013
FDM24,OUT010,2072.641463531021
NCZ05,OUT046,1664.0274650919528
NCV41,OUT035,1870.8110655180026
FDV11,OUT018,2496.7412469574483
NCY05,OUT035,523.8451502932403
FDV44,OUT018,2921.193139723673
FDW32,OUT049,1125.9171819046715
NCU18,OUT027,2443.1113257703837
NCC43,OUT035,4159.079382777916
FDW19,OUT013,1993.928175864381
FDN31,OUT035,2870.1043296822354
FDI48,OUT045,769.0410528602843
FDS24,OUT017,1233.1243915795421
FDF46,OUT049,2100.195211407299
DRG23,OUT017,2158.894713858459
FDG14,OUT018,2279.901812837361
NCY30,OUT049,2909.3114322843794
FDO28,OUT018,2078.7297408344857
DRD24,OUT035,2279.812371097829
FDI33,OUT049,1522.0559932634496
FDN32,OUT046,3097.21036429999
FDR16,OUT045,3117.2079610358705
FDF26,OUT046,2517.6608268728123
NCN29,OUT018,825.6819262917634
FDE20,OUT045,2844.8064118869697
FDA46,OUT046,2764.4888675099173
FDU28,OUT045,2701.6527466061234
FDQ48,OUT045,1615.6011272384058
FDV36,OUT013,2399.5035895606816
FDR14,OUT018,168.76002295818398
FDP23,OUT017,3416.18172921069
FDP56,OUT013,1046.3626873158428
FDK48,OUT010,1216.2526042192985
FDR48,OUT046,2087.8984425949857
NCY29,OUT049,807.2942357477805
FDM22,OUT018,764.868663275578
DRJ01,OUT013,2491.6633224355137
FDZ43,OUT045,3794.7049425265286
FDV03,OUT035,2322.130694190004
FDX11,OUT027,2818.097688748141
NCA41,OUT027,3342.546758670538
FDE38,OUT017,2600.9088574942034
FDI27,OUT018,653.8149202222412
FDN32,OUT013,3198.5259384791825
NCN43,OUT017,2027.001110149693
FDB47,OUT027,3378.8608021985856
FDV03,OUT017,2293.494192701375
NCN30,OUT045,1663.6683370874598
NCV54,OUT010,1922.646107740762
FDV07,OUT013,2026.9118984926645
FDP07,OUT049,2924.6129033608413
FDK48,OUT018,1135.8844543422056
FDM15,OUT019,2368.6725340592857
FDY19,OUT027,2113.1974583493247
FDK46,OUT046,4136.396160689892
FDY11,OUT045,1160.3789680530317
FDH09,OUT046,857.6741956028345
FDO08,OUT027,2805.4779780645877
FDU14,OUT013,4158.97593983632
FDD22,OUT027,1778.49404000118
FDM27,OUT017,1895.2106375378971
FDL02,OUT027,1652.397907610848
NCA17,OUT035,2458.9352047383472
FDE38,OUT019,2682.0046782830323
NCG07,OUT049,2979.186170854835
DRC27,OUT013,4024.5235443705824
FDA27,OUT035,4002.8568187746932
FDW40,OUT045,1963.0765524541712
DRI11,OUT013,2105.2182903021567
FDN50,OUT046,1631.2170317975324
FDR12,OUT046,2827.346127440778
FDT34,OUT027,1310.9036286566916
FDW11,OUT035,938.7972105423578
NCO30,OUT027,3260.0016930944257
